St;Max;St;Anz1
43461;130384;43461;58
43462;97792;43462;58
43463;846916;43463;107
43464;43464;43464;164
43465;220048;43465;45
43466;65200;43466;164
43467;195604;43467;164
43468;48904;43468;164
43469;130408;43469;164
43470;313360;43470;195
43471;440152;43471;195
43472;43472;43472;71
43473;130420;43473;164
43474;165076;43474;164
43475;195640;43475;164
43476;43476;43476;71
43477;130432;43477;71
43478;176308;43478;177
43479;293488;43479;177
43480;43480;43480;120
43481;146752;43481;120
43482;65224;43482;120
43483;330208;43483;164
43484;73384;43484;120
43485;130456;43485;120
43486;27114424;43486;182
43487;27114424;43487;182
43488;43488;43488;71
43489;247696;43489;164
43490;65236;43490;71
43491;195712;43491;71
43492;61936;43492;133
43493;130480;43493;133
43494;97864;43494;133
43495;1906900;43495;177
43496;43496;43496;71
43497;371608;43497;164
43498;65248;43498;71
43499;557440;43499;164
43500;55060;43500;120
43501;130504;43501;120
43502;146824;43502;120
43503;836224;43503;164
43504;69712;43504;71
43505;130516;43505;71
43506;82600;43506;120
43507;195784;43507;120
43508;69712;43508;71
43509;130528;43509;71
43510;278800;43510;164
43511;293704;43511;164
43512;123928;43512;71
43513;165220;43513;164
43514;123928;43514;71
43515;247840;43515;71
43516;954016;43516;133
43517;954016;43517;133
43518;1115368;43518;133
43519;8469844;43519;133
43520;43520;43520;19
43521;130564;43521;71
43522;65284;43522;71
43523;195856;43523;71
43524;8153620;43524;182
43525;8153620;43525;182
43526;8153620;43526;182
43527;293812;43527;71
43528;43528;43528;58
43529;220372;43529;71
43530;65296;43530;58
43531;8153620;43531;182
43532;48976;43532;58
43533;130600;43533;58
43534;8153620;43534;182
43535;8153620;43535;182
43536;43536;43536;71
43537;130612;43537;58
43538;110212;43538;195
43539;195928;43539;195
43540;43540;43540;71
43541;130624;43541;71
43542;97972;43542;195
43543;293920;43543;195
43544;43544;43544;71
43545;146968;43545;195
43546;65320;43546;71
43547;744064;43547;71
43548;73492;43548;120
43549;130648;43549;120
43550;220480;43550;120
43551;661444;43551;195
43552;43552;43552;58
43553;130660;43553;120
43554;65332;43554;71
43555;196000;43555;71
43556;93040;43556;164
43557;130672;43557;164
43558;98008;43558;164
43559;330784;43559;164
43560;43560;43560;58
43561;558232;43561;177
43562;65344;43562;58
43563;196036;43563;71
43564;49012;43564;71
43565;130696;43565;71
43566;147040;43566;71
43567;558304;43567;195
43568;43568;43568;58
43569;130708;43569;71
43570;104704;43570;71
43571;196072;43571;71
43572;43572;43572;58
43573;130720;43573;58
43574;2417848;43574;133
43575;2417848;43575;133
43576;176740;43576;102
43577;147076;43577;164
43578;176740;43578;102
43579;220624;43579;71
43580;176740;43580;102
43581;176740;43581;102
43582;330964;43582;71
43583;992896;43583;71
43584;43584;43584;71
43585;130756;43585;58
43586;65380;43586;58
43587;196144;43587;58
43588;44224;43588;164
43589;130768;43589;164
43590;98080;43590;164
43591;294244;43591;164
43592;44224;43592;164
43593;220696;43593;164
43594;65392;43594;164
43595;196180;43595;164
43596;49048;43596;164
43597;130792;43597;164
43598;165544;43598;120
43599;441448;43599;120
43600;43600;43600;71
43601;149200;43601;151
43602;248344;43602;151
43603;248344;43603;151
43604;43604;43604;71
43605;130816;43605;71
43606;98116;43606;164
43607;294352;43607;164
43608;43608;43608;58
43609;157192;43609;76
43610;65416;43610;58
43611;372580;43611;71
43612;73600;43612;58
43613;130840;43613;58
43614;220804;43614;164
43615;662416;43615;164
43616;43616;43616;71
43617;283336;43617;133
43618;65428;43618;71
43619;196288;43619;71
43620;43620;43620;71
43621;130864;43621;71
43622;98152;43622;71
43623;745360;43623;133
43624;43624;43624;71
43625;398032;43625;164
43626;65440;43626;71
43627;196324;43627;120
43628;209680;43628;164
43629;209680;43629;164
43630;209680;43630;164
43631;496996;43631;76
43632;95956;43632;133
43633;130900;43633;71
43634;235924;43634;76
43635;235924;43635;76
43636;95956;43636;133
43637;130912;43637;133
43638;110464;43638;58
43639;294568;43639;58
43640;95956;43640;133
43641;255472;43641;133
43642;95956;43642;133
43643;220948;43643;58
43644;279664;43644;195
43645;279664;43645;195
43646;497176;43646;195
43647;1791880;43647;177
43648;43648;43648;19
43649;314656;43649;76
43650;65476;43650;71
43651;196432;43651;71
43652;95956;43652;133
43653;130960;43653;133
43654;98224;43654;133
43655;294676;43655;58
43656;118096;43656;71
43657;372976;43657;71
43658;118096;43658;71
43659;196468;43659;133
43660;118096;43660;71
43661;130984;43661;71
43662;472120;43662;76
43663;472120;43663;76
43664;1276936;43664;164
43665;130996;43665;133
43666;110536;43666;133
43667;196504;43667;133
43668;1276936;43668;164
43669;1276936;43669;164
43670;118096;43670;71
43671;294784;43671;71
43672;1276936;43672;164
43673;147400;43673;76
43674;1276936;43674;164
43675;839536;43675;133
43676;1702276;43676;177
43677;1702276;43677;177
43678;1702276;43678;177
43679;1119472;43679;226
43680;43680;43680;19
43681;359152;43681;164
43682;1276936;43682;164
43683;1276936;43683;164
43684;6810136;43684;164
43685;6810136;43685;164
43686;6810136;43686;164
43687;472372;43687;164
43688;43688;43688;19
43689;28697812;43689;133
43690;65536;43690;19
43691;196612;43691;102
43692;49156;43692;58
43693;131080;43693;58
43694;147472;43694;58
43695;442420;43695;102
43696;43696;43696;120
43697;131092;43697;58
43698;73744;43698;58
43699;196648;43699;58
43700;43700;43700;120
43701;131104;43701;120
43702;165940;43702;58
43703;295000;43703;58
43704;43704;43704;120
43705;147508;43705;58
43706;65560;43706;120
43707;221272;43707;58
43708;110644;43708;58
43709;131128;43709;58
43710;331936;43710;58
43711;1616920;43711;133
43712;43712;43712;45
43713;131140;43713;120
43714;82996;43714;58
43715;196720;43715;58
43716;43716;43716;164
43717;131152;43717;164
43718;98368;43718;164
43719;295108;43719;102
43720;43720;43720;164
43721;221344;43721;120
43722;65584;43722;164
43723;196756;43723;58
43724;49192;43724;164
43725;131176;43725;164
43726;560356;43726;102
43727;560356;43727;102
43728;43728;43728;45
43729;131188;43729;120
43730;166048;43730;120
43731;196792;43731;120
43732;43732;43732;45
43733;131200;43733;45
43734;250504;43734;239
43735;295216;43735;239
43736;43736;43736;120
43737;147616;43737;164
43738;65608;43738;120
43739;897856;43739;102
43740;73816;43740;120
43741;131224;43741;120
43742;250504;43742;239
43743;664360;43743;239
43744;43744;43744;45
43745;539440;43745;226
43746;65620;43746;45
43747;196864;43747;45
43748;43748;43748;164
43749;131248;43749;164
43750;98440;43750;164
43751;1261492;43751;226
43752;43752;43752;45
43753;479572;43753;151
43754;65632;43754;45
43755;315412;43755;89
43756;55384;43756;102
43757;131272;43757;102
43758;147688;43758;102
43759;1121524;43759;239
43760;43760;43760;164
43761;131284;43761;45
43762;280420;43762;71
43763;280420;43763;71
43764;43764;43764;164
43765;131296;43765;164
43766;110788;43766;102
43767;295432;43767;102
43768;83104;43768;164
43769;166192;43769;102
43770;83104;43770;164
43771;946564;43771;125
43772;599056;43772;89
43773;599056;43773;89
43774;747952;43774;89
43775;2243860;43775;89
43776;43776;43776;133
43777;131332;43777;120
43778;65668;43778;120
43779;197008;43779;120
43780;43780;43780;45
43781;131344;43781;45
43782;98512;43782;45
43783;295540;43783;102
43784;43784;43784;164
43785;399472;43785;89
43786;65680;43786;164
43787;210436;43787;102
43788;49264;43788;164
43789;131368;43789;164
43790;147796;43790;45
43791;443392;43791;45
43792;43792;43792;45
43793;131380;43793;164
43794;124720;43794;164
43795;197080;43795;164
43796;43796;43796;45
43797;131392;43797;45
43798;98548;43798;164
43799;295648;43799;164
43800;43800;43800;45
43801;187108;43801;102
43802;65704;43802;45
43803;1683988;43803;102
43804;73924;43804;164
43805;131416;43805;164
43806;221776;43806;164
43807;665332;43807;102
43808;43808;43808;45
43809;131428;43809;164
43810;65716;43810;45
43811;197152;43811;45
43812;55456;43812;45
43813;131440;43813;45
43814;98584;43814;45
43815;332728;43815;164
43816;43816;43816;45
43817;499120;43817;226
43818;65728;43818;45
43819;899584;43819;102
43820;49300;43820;164
43821;131464;43821;164
43822;147904;43822;164
43823;899584;43823;102
43824;43824;43824;45
43825;131476;43825;164
43826;73960;43826;164
43827;197224;43827;164
43828;43828;43828;45
43829;131488;43829;45
43830;249640;43830;164
43831;295864;43831;164
43832;399976;43832;195
43833;355480;43833;195
43834;399976;43834;195
43835;221920;43835;164
43836;399976;43836;195
43837;399976;43837;195
43838;5399296;43838;195
43839;5399296;43839;195
43840;43840;43840;133
43841;131524;43841;45
43842;65764;43842;195
43843;197296;43843;195
43844;43844;43844;45
43845;131536;43845;45
43846;98656;43846;45
43847;374596;43847;164
43848;43848;43848;45
43849;221992;43849;195
43850;65776;43850;45
43851;197332;43851;45
43852;49336;43852;45
43853;131560;43853;45
43854;320488;43854;125
43855;444040;43855;125
43856;43856;43856;133
43857;150064;43857;195
43858;374704;43858;195
43859;374704;43859;195
43860;43860;43860;133
43861;131584;43861;133
43862;675376;43862;102
43863;675376;43863;102
43864;43864;43864;120
43865;148048;43865;120
43866;65800;43866;120
43867;800440;43867;102
43868;74032;43868;120
43869;131608;43869;120
43870;222100;43870;164
43871;666304;43871;164
43872;43872;43872;120
43873;421684;43873;195
43874;65812;43874;45
43875;197440;43875;45
43876;43876;43876;45
43877;131632;43877;45
43878;98728;43878;45
43879;2134996;43879;195
43880;43880;43880;120
43881;333232;43881;164
43882;65824;43882;120
43883;197476;43883;120
43884;975400;43884;270
43885;975400;43885;270
43886;975400;43886;270
43887;499912;43887;125
43888;43888;43888;120
43889;131668;43889;120
43890;74068;43890;45
43891;197512;43891;45
43892;43892;43892;120
43893;131680;43893;120
43894;111112;43894;58
43895;296296;43895;58
43896;62512;43896;58
43897;375028;43897;164
43898;65848;43898;58
43899;281284;43899;151
43900;166696;43900;58
43901;166696;43901;58
43902;1898800;43902;102
43903;1898800;43903;102
43904;43904;43904;133
43905;534112;43905;151
43906;65860;43906;120
43907;197584;43907;120
43908;93796;43908;151
43909;131728;43909;151
43910;98800;43910;151
43911;296404;43911;120
43912;43912;43912;133
43913;1424464;43913;164
43914;65872;43914;133
43915;281392;43915;151
43916;49408;43916;133
43917;131752;43917;133
43918;148228;43918;151
43919;444688;43919;151
43920;43920;43920;45
43921;131764;43921;120
43922;111184;43922;120
43923;197656;43923;120
43924;43924;43924;45
43925;131776;43925;45
43926;98836;43926;120
43927;296512;43927;120
43928;43928;43928;45
43929;148264;43929;120
43930;65896;43930;45
43931;500416;43931;58
43932;400840;43932;102
43933;400840;43933;102
43934;400840;43934;102
43935;750688;43935;58
43936;43936;43936;133
43937;131812;43937;125
43938;65908;43938;45
43939;197728;43939;45
43940;400948;43940;164
43941;400948;43941;164
43942;400948;43942;164
43943;475144;43943;151
43944;43944;43944;133
43945;750868;43945;125
43946;65920;43946;133
43947;197764;43947;102
43948;79216;43948;102
43949;131848;43949;102
43950;148336;43950;102
43951;445012;43951;102
43952;43952;43952;71
43953;131860;43953;71
43954;74176;43954;71
43955;197800;43955;71
43956;43956;43956;71
43957;131872;43957;71
43958;166912;43958;45
43959;296728;43959;45
43960;43960;43960;71
43961;148372;43961;164
43962;65944;43962;71
43963;222568;43963;164
43964;281716;43964;102
43965;281716;43965;102
43966;333880;43966;102
43967;1126852;43967;164
43968;43968;43968;45
43969;131908;43969;164
43970;125224;43970;164
43971;197872;43971;164
43972;43972;43972;133
43973;131920;43973;133
43974;98944;43974;133
43975;422656;43975;164
43976;70468;43976;102
43977;222640;43977;71
43978;70468;43978;102
43979;197908;43979;71
43980;70468;43980;102
43981;131944;43981;102
43982;250504;43982;102
43983;445336;43983;102
43984;43984;43984;45
43985;131956;43985;102
43986;1605256;43986;151
43987;1605256;43987;151
43988;43988;43988;45
43989;131968;43989;45
43990;634228;43990;151
43991;634228;43991;151
43992;43992;43992;71
43993;148480;43993;133
43994;65992;43994;71
43995;334096;43995;120
43996;74248;43996;71
43997;131992;43997;71
43998;375892;43998;120
43999;668248;43999;120
44000;44000;44000;45
44001;338740;44001;195
44002;66004;44002;45
44003;198016;44003;45
44004;44004;44004;71
44005;132016;44005;71
44006;99016;44006;71
44007;501280;44007;76
44008;44008;44008;45
44009;1268944;44009;76
44010;66016;44010;45
44011;376000;44011;76
44012;237976;44012;76
44013;237976;44013;76
44014;237976;44014;76
44015;752056;44015;102
44016;225988;44016;177
44017;132052;44017;45
44018;100420;44018;76
44019;198088;44019;76
44020;225988;44020;177
44021;225988;44021;177
44022;125368;44022;76
44023;297160;44023;76
44024;225988;44024;177
44025;50143264;44025;270
44026;225988;44026;177
44027;1355668;44027;177
44028;564244;44028;76
44029;564244;44029;76
44030;1692736;44030;76
44031;5078212;44031;102
44032;44032;44032;40
44033;132100;44033;102
44034;80512;44034;102
44035;198160;44035;102
44036;190996;44036;195
44037;190996;44037;195
44038;190996;44038;195
44039;297268;44039;102
44040;190996;44040;195
44041;222964;44041;164
44042;190996;44042;195
44043;198196;44043;195
44044;190996;44044;195
44045;190996;44045;195
44046;148660;44046;45
44047;445984;44047;45
44048;44048;44048;133
44049;190996;44049;195
44050;111508;44050;71
44051;198232;44051;71
44052;44052;44052;133
44053;132160;44053;133
44054;190996;44054;195
44055;297376;44055;195
44056;44056;44056;133
44057;211732;44057;71
44058;66088;44058;133
44059;846916;44059;76
44060;74356;44060;71
44061;132184;44061;71
44062;223072;44062;71
44063;952864;44063;102
44064;44064;44064;164
44065;132196;44065;71
44066;66100;44066;133
44067;198304;44067;133
44068;79432;44068;164
44069;132208;44069;164
44070;99160;44070;164
44071;334672;44071;195
44072;44072;44072;164
44073;502036;44073;164
44074;66112;44074;164
44075;198340;44075;195
44076;67048;44076;146
44077;132232;44077;146
44078;148768;44078;146
44079;446308;44079;195
44080;44080;44080;164
44081;132244;44081;146
44082;74392;44082;146
44083;198376;44083;146
44084;44084;44084;164
44085;132256;44085;164
44086;2480056;44086;270
44087;2480056;44087;270
44088;44088;44088;133
44089;158920;44089;146
44090;66136;44090;133
44091;804544;44091;102
44092;111616;44092;133
44093;132280;44093;133
44094;334852;44094;195
44095;1004560;44095;195
44096;44096;44096;133
44097;132292;44097;45
44098;66148;44098;45
44099;198448;44099;45
44100;44100;44100;164
44101;132304;44101;164
44102;99232;44102;164
44103;381976;44103;146
44104;44104;44104;102
44105;905416;44105;146
44106;66160;44106;102
44107;198484;44107;164
44108;49624;44108;102
44109;132328;44109;102
44110;167488;44110;102
44111;446632;44111;102
44112;44112;44112;133
44113;132340;44113;102
44114;954016;44114;102
44115;954016;44115;102
44116;44116;44116;133
44117;132352;44117;133
44118;99268;44118;164
44119;297808;44119;164
44120;44120;44120;164
44121;148912;44121;102
44122;66184;44122;164
44123;565432;44123;102
44124;74464;44124;164
44125;132376;44125;164
44126;715696;44126;195
44127;715696;44127;195
44128;44128;44128;133
44129;167560;44129;102
44130;66196;44130;102
44131;198592;44131;102
44132;59668;44132;102
44133;132400;44133;102
44134;99304;44134;102
44135;8153620;44135;151
44136;44136;44136;133
44137;2324752;44137;125
44138;66208;44138;133
44139;198628;44139;102
44140;424276;44140;102
44141;424276;44141;102
44142;424276;44142;102
44143;604096;44143;146
44144;44144;44144;164
44145;132436;44145;133
44146;74500;44146;120
44147;198664;44147;120
44148;44148;44148;164
44149;132448;44149;164
44150;111760;44150;120
44151;298024;44151;120
44152;55888;44152;164
44153;251476;44153;120
44154;66232;44154;164
44155;223540;44155;120
44156;453256;44156;146
44157;453256;44157;146
44158;503008;44158;146
44159;12236992;44159;102
44160;44160;44160;133
44161;132484;44161;102
44162;66244;44162;164
44163;198736;44163;164
44164;44164;44164;164
44165;132496;44165;164
44166;99376;44166;164
44167;298132;44167;164
44168;44168;44168;133
44169;849040;44169;102
44170;66256;44170;133
44171;198772;44171;102
44172;49696;44172;133
44173;132520;44173;133
44174;149092;44174;102
44175;447280;44175;102
44176;44176;44176;133
44177;179152;44177;102
44178;179152;44178;102
44179;198808;44179;102
44180;44180;44180;133
44181;132544;44181;133
44182;99412;44182;133
44183;298240;44183;133
44184;44184;44184;133
44185;149128;44185;71
44186;66280;44186;133
44187;2721112;44187;195
44188;83896;44188;71
44189;132568;44189;71
44190;223720;44190;71
44191;1911256;44191;102
44192;44192;44192;133
44193;6889048;44193;107
44194;66292;44194;71
44195;198880;44195;71
44196;125872;44196;71
44197;132592;44197;71
44198;125872;44198;71
44199;566404;44199;102
44200;44200;44200;133
44201;1132864;44201;71
44202;66304;44202;133
44203;198916;44203;120
44204;59776;44204;120
44205;132616;44205;120
44206;149200;44206;120
44207;447604;44207;102
44208;44208;44208;45
44209;132628;44209;120
44210;74608;44210;120
44211;198952;44211;120
44212;44212;44212;45
44213;132640;44213;45
44214;188872;44214;71
